last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,twitter,facebook,youtube_id,bioguide_id,wikipedia_id
Crist,Charlie,,,,Charlie Crist,1956-07-24,M,rep,FL,13,,Democrat,https://crist.house.gov,215 Cannon House Office Building; Washington DC 20515-0913,202-225-5961,repcharliecrist,RepCharlieCrist,,C001111,Charlie Crist
Mast,Brian,,,,Brian J. Mast,1980-07-10,M,rep,FL,18,,Republican,https://mast.house.gov,2182 Rayburn House Office Building; Washington DC 20515-0918,202-225-3026,repbrianmast,repbrianmast,,M001199,Brian Mast
Rooney,Francis,,,,Francis Rooney,1953-12-04,M,rep,FL,19,,Republican,https://francisrooney.house.gov,120 Cannon House Office Building; Washington DC 20515-0919,202-225-2536,RepRooney,RepRooney,UC5dLBbrW1JwIGs9h248lk6g,R000607,Francis Rooney
Ferguson,A.,Drew,IV,,A. Drew Ferguson IV,1966-11-15,M,rep,GA,3,,Republican,https://ferguson.house.gov,1032 Longworth House Office Building; Washington DC 20515-1003,202-225-5901,RepDrewFerguson,RepDrewFerguson,UCuK7_j2sREWi_7wBAN477bg,F000465,Drew Ferguson (politician)
Krishnamoorthi,Raja,,,,Raja Krishnamoorthi,1973-07-19,M,rep,IL,8,,Democrat,https://krishnamoorthi.house.gov,115 Cannon House Office Building; Washington DC 20515-1308,202-225-3711,congressmanraja,congressmanraja,,K000391,Raja Krishnamoorthi
Banks,Jim,,,,Jim Banks,1979-07-16,M,rep,IN,3,,Republican,https://banks.house.gov,1713 Longworth House Office Building; Washington DC 20515-1403,202-225-4436,RepJimBanks,RepJimBanks,UC_FR6TySW9uxvhjozkis6Xg,B001299,Jim Banks
Hollingsworth,Trey,,,,Trey Hollingsworth,1983-09-12,M,rep,IN,9,,Republican,https://hollingsworth.house.gov,1641 Longworth House Office Building; Washington DC 20515-1409,202-225-5315,reptrey,reptrey,UCTgS8a_zLg8HpUnk5WXY5ag,H001074,Trey Hollingsworth
Marshall,Roger,,,,Roger W. Marshall,1960-08-09,M,rep,KS,1,,Republican,https://marshall.house.gov,312 Cannon House Office Building; Washington DC 20515-1601,202-225-2715,RepMarshall,rogermarshallmd,UCR3nOFMqBB-kRpKFwgapMaQ,M001198,Roger Marshall (politician)
Higgins,Clay,,,,Clay Higgins,1961-08-24,M,rep,LA,3,,Republican,https://clayhiggins.house.gov,424 Cannon House Office Building; Washington DC 20515-1803,202-225-2031,RepClayHiggins,CongressmanClayHiggins,,H001077,Clay Higgins
Johnson,Mike,,,,Mike Johnson,1972-01-30,M,rep,LA,4,,Republican,https://mikejohnson.house.gov,418 Cannon House Office Building; Washington DC 20515-1804,202-225-2777,RepMikeJohnson,RepMikeJohnson,UCzqBEpeIaDEfvAtsA53Fx2Q,J000299,Mike Johnson (Louisiana politician)
Brown,Anthony,,,,Anthony G. Brown,1961-11-21,M,rep,MD,4,,Democrat,https://anthonybrown.house.gov,1323 Longworth House Office Building; Washington DC 20515-2004,202-225-8699,RepAnthonyBrown,RepAnthonyBrown,,B001304,Anthony G. Brown
Raskin,Jamie,,,,Jamie Raskin,1962-12-13,M,rep,MD,8,,Democrat,https://raskin.house.gov,412 Cannon House Office Building; Washington DC 20515-2008,202-225-5341,repraskin,repraskin,UChxDE6vho5BfBTOqiBsDmKg,R000606,Jamie Raskin
Bergman,Jack,,,,Jack Bergman,1947-02-02,M,rep,MI,1,,Republican,https://bergman.house.gov,414 Cannon House Office Building; Washington DC 20515-2201,202-225-4735,RepJackBergman,RepJackBergman,,B001301,Jack Bergman
Mitchell,Paul,,,,Paul Mitchell,1961-05-08,M,rep,MI,10,,Republican,https://mitchell.house.gov,211 Cannon House Office Building; Washington DC 20515-2210,202-225-2106,RepPaulMitchell,reppaulmitchell,UCisQXodHJRZDaLtFMq_TzWg,M001201,Paul Mitchell (politician)
Budd,Ted,,,,Ted Budd,1971-10-21,M,rep,NC,13,,Republican,https://budd.house.gov,118 Cannon House Office Building; Washington DC 20515-3313,202-225-4531,RepTedBudd,RepTedBudd,,B001305,Ted Budd
Bacon,Don,,,,Don Bacon,1963-08-16,M,rep,NE,2,,Republican,https://bacon.house.gov,1024 Longworth House Office Building; Washington DC 20515-2702,202-225-4155,repdonbacon,RepDonBacon,UCR9abI1lZzAZ6HwQXc-dLFQ,B001298,Don Bacon (politician)
Gottheimer,Josh,,,,Josh Gottheimer,1975-03-08,M,rep,NJ,5,,Democrat,https://gottheimer.house.gov,213 Cannon House Office Building; Washington DC 20515-3005,202-225-4465,RepJoshG,RepJoshG,,G000583,Josh Gottheimer
Rosen,Jacky,,,,Jacky Rosen,1957-08-02,F,sen,NV,,1,Democrat,https://www.rosen.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-6244,SenJackyRosen,RepJackyRosen,,R000608,Jacky Rosen
Suozzi,Thomas,,,,Thomas R. Suozzi,1962-08-31,M,rep,NY,3,,Democrat,https://suozzi.house.gov,214 Cannon House Office Building; Washington DC 20515-3203,202-225-3335,RepTomSuozzi,RepTomSuozzi,UCHjLmETJ7qXtciV7dlAzzgQ,S001201,Thomas Suozzi
Espaillat,Adriano,,,,Adriano Espaillat,1954-09-27,M,rep,NY,13,,Democrat,https://espaillat.house.gov,1630 Longworth House Office Building; Washington DC 20515-3213,202-225-4365,RepEspaillat,RepEspaillat,UCi0niBYFhEY70Dz8InbX5OQ,E000297,Adriano Espaillat
Fitzpatrick,Brian,,,,Brian K. Fitzpatrick,1973-12-17,M,rep,PA,1,,Republican,https://fitzpatrick.house.gov,1722 Longworth House Office Building; Washington DC 20515-3801,202-225-4276,repbrianfitz,repbrianfitzpatrick,UCYMNcgHss4_Q5JY2vSvMpgw,F000466,Brian Fitzpatrick (American politician)
Smucker,Lloyd,,,,Lloyd Smucker,1964-01-23,M,rep,PA,11,,Republican,https://smucker.house.gov,127 Cannon House Office Building; Washington DC 20515-3811,202-225-2411,RepSmucker,RepSmucker,UCs5iMvWy-oTHyf5HuwB7FCg,S001199,Lloyd Smucker
González-Colón,Jenniffer,,,,Jenniffer González-Colón,1976-08-05,F,rep,PR,0,,Republican,https://gonzalez-colon.house.gov,1609 Longworth House Office Building; Washington DC 20515-5401,202-225-2615,repjenniffer,RepJennifferGonzalezColon,UCZj99h3-GNKjGGeyp7AJeXw,G000582,Jenniffer González
Kustoff,David,,,,David Kustoff,1966-10-08,M,rep,TN,8,,Republican,https://kustoff.house.gov,523 Cannon House Office Building; Washington DC 20515-4208,202-225-4714,repdavidkustoff,RepDavidKustoff,UCK6U4plOKKMrCjv_h59spGQ,K000392,David Kustoff
Gonzalez,Vicente,,,,Vicente Gonzalez,1967-09-04,M,rep,TX,15,,Democrat,https://gonzalez.house.gov,113 Cannon House Office Building; Washington DC 20515-4315,202-225-2531,RepGonzalez,USCongressmanVicenteGonzalez,UC5H6oYLKQ_xIXO5CG7fh4hw,G000581,Vicente Gonzalez (politician)
Arrington,Jodey,,,,Jodey C. Arrington,1972-03-09,M,rep,TX,19,,Republican,https://arrington.house.gov,1029 Longworth House Office Building; Washington DC 20515-4319,202-225-4005,RepArrington,JodeyArrington,,A000375,Jodey Arrington
McEachin,A.,Donald,,,A. Donald McEachin,1961-10-10,M,rep,VA,4,,Democrat,https://mceachin.house.gov,314 Cannon House Office Building; Washington DC 20515-4604,202-225-6365,RepMcEachin,RepMcEachin,UCMoPYHuZ3fZho0ZixZCfiFg,M001200,Donald McEachin
Jayapal,Pramila,,,,Pramila Jayapal,1965-09-21,F,rep,WA,7,,Democrat,https://jayapal.house.gov,1510 Longworth House Office Building; Washington DC 20515-4707,202-225-3106,RepJayapal,RepJayapal,UCmyD0_-2Oowkfwc_Raghclw,J000298,Pramila Jayapal
Gallagher,Mike,,,,Mike Gallagher,1984-03-03,M,rep,WI,8,,Republican,https://gallagher.house.gov,1230 Longworth House Office Building; Washington DC 20515-4908,202-225-5665,RepGallagher,RepMikeGallagher,,G000579,Mike Gallagher (American politician)
Cheney,Liz,,,,Liz Cheney,1966-07-28,F,rep,WY,0,,Republican,https://cheney.house.gov,416 Cannon House Office Building; Washington DC 20515-5000,202-225-2311,RepLizCheney,replizcheney,UCvL57Zp99QdDllF-KGziUAA,C001109,Liz Cheney
Estes,Ron,,,,Ron Estes,1956-07-19,M,rep,KS,4,,Republican,https://estes.house.gov,1524 Longworth House Office Building; Washington DC 20515-1604,202-225-6216,RepRonEstes,RepRonEstes,UC2clc28qcehIqotHQcthnWA,E000298,Ron Estes
Gianforte,Greg,,,,Greg Gianforte,1961-04-17,M,rep,MT,0,,Republican,https://gianforte.house.gov,1222 Longworth House Office Building; Washington DC 20515-2600,202-225-3211,,RepGianforte,UCj4ocM2PHNKBbmMQF8k-wsQ,G000584,Greg Gianforte
Norman,Ralph,,Jr.,,Ralph Norman,1953-06-20,M,rep,SC,5,,Republican,https://norman.house.gov,319 Cannon House Office Building; Washington DC 20515-4005,202-225-5501,RepRalphNorman,RepRalphNorman,,N000190,Ralph Norman
Gomez,Jimmy,,,,Jimmy Gomez,1974-11-25,M,rep,CA,34,,Democrat,https://gomez.house.gov,1530 Longworth House Office Building; Washington DC 20515-0534,202-225-6235,RepJimmyGomez,RepJimmyGomez,,G000585,Jimmy Gomez
Curtis,John,,,,John R. Curtis,1960-05-10,M,rep,UT,3,,Republican,https://curtis.house.gov,125 Cannon House Office Building; Washington DC 20515-4403,202-225-7751,RepJohnCurtis,RepJohnCurtis,UChAQ4MD-HigmGnImSoAKBVA,C001114,John Curtis (American politician)
Jones,Doug,,,,Doug Jones,1954-05-04,M,sen,AL,,2,Democrat,https://www.jones.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-4124,sendougjones,senatordougjones,UCL8akobkoN2lB5U3kaEjdBw,J000300,Doug Jones (politician)
Smith,Tina,Flint,,,Tina Smith,1958-03-04,F,sen,MN,,2,Democrat,https://www.smith.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-5641,SenTinaSmith,USSenTinaSmith,,S001203,Tina Smith
Hyde-Smith,Cindy,,,,Cindy Hyde-Smith,1959-05-10,F,sen,MS,,2,Republican,https://www.hydesmith.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-5054,SenHydeSmith,,UCJHxkJhGST0NTlkzJHWV03Q,H001079,Cindy Hyde-Smith
Lamb,Conor,,,,Conor Lamb,1984-06-27,M,rep,PA,17,,Democrat,https://lamb.house.gov,1224 Longworth House Office Building; Washington DC 20515-3817,202-225-2301,RepConorLamb,RepConorLamb,UC7hX59n_ixS1Bz3f8Je02yA,L000588,Conor Lamb
Lesko,Debbie,,,,Debbie Lesko,1958-11-14,F,rep,AZ,8,,Republican,https://lesko.house.gov,1113 Longworth House Office Building; Washington DC 20515-0308,202-225-4576,RepDLesko,RepDebbieLesko,,L000589,Debbie Lesko
Cloud,Michael,,,,Michael Cloud,1975-05-13,M,rep,TX,27,,Republican,https://cloud.house.gov,1314 Longworth House Office Building; Washington DC 20515-4327,202-225-7742,RepCloudTX,,,C001115,Michael Cloud
Balderson,Troy,,,,Troy Balderson,1962-01-16,M,rep,OH,12,,Republican,https://balderson.house.gov,1221 Longworth House Office Building; Washington DC 20515-3512,202-225-5355,RepBalderson,,,B001306,Troy Balderson
Hern,Kevin,R.,,,Kevin Hern,1961-12-04,M,rep,OK,1,,Republican,https://hern.house.gov,1019 Longworth House Office Building; Washington DC 20515-3601,202-225-2211,repkevinhern,,,H001082,Kevin Hern
Morelle,Joseph,D.,,,Joseph D. Morelle,1957-04-29,M,rep,NY,25,,Democrat,https://morelle.house.gov,1317 Longworth House Office Building; Washington DC 20515-3225,202-225-3615,RepJoeMorelle,,,M001206,Joseph Morelle
Scanlon,Mary,Gay,,,Mary Gay Scanlon,1959-08-30,F,rep,PA,5,,Democrat,https://scanlon.house.gov,1535 Longworth House Office Building; Washington DC 20515-3805,202-225-2011,RepMGS,,,S001205,Mary Gay Scanlon
Wild,Susan,Ellis,,,Susan Wild,1957-06-07,F,rep,PA,7,,Democrat,https://wild.house.gov,1607 Longworth House Office Building; Washington DC 20515-3807,202-225-6411,RepSusanWild,,,W000826,Susan Wild
Case,Ed,,,,Ed Case,1952-09-27,M,rep,HI,1,,Democrat,https://case.house.gov,2443 Rayburn House Office Building; Washington DC 20515-1101,202-225-2726,RepEdCase,,,C001055,Ed Case
Horsford,Steven,A.,,,Steven Horsford,1973-04-29,M,rep,NV,4,,Democrat,https://horsford.house.gov,1330 Longworth House Office Building; Washington DC 20515-2804,202-225-9894,RepHorsford,,,H001066,Steven Horsford
Kirkpatrick,Ann,,,,Ann Kirkpatrick,1950-03-24,F,rep,AZ,2,,Democrat,https://kirkpatrick.house.gov,309 Cannon House Office Building; Washington DC 20515-0302,202-225-2542,RepKirkpatrick,,,K000368,Ann Kirkpatrick
Stanton,Greg,,,,Greg Stanton,1970-03-08,M,rep,AZ,9,,Democrat,https://stanton.house.gov,128 Cannon House Office Building; Washington DC 20515-0309,202-225-9888,RepGregStanton,,,S001211,Greg Stanton
Harder,Josh,,,,Josh Harder,1986-08-01,M,rep,CA,10,,Democrat,https://harder.house.gov,131 Cannon House Office Building; Washington DC 20515-0510,202-225-4540,RepJoshHarder,,,H001090,Josh Harder
Cox,TJ,,,,TJ Cox,1963-07-18,M,rep,CA,21,,Democrat,https://cox.house.gov,1728 Longworth House Office Building; Washington DC 20515-0521,202-225-4695,RepTjCox,,,C001124,TJ Cox
Cisneros,Gilbert,Ray,,,"Gilbert Ray Cisneros, Jr.",1971-02-12,M,rep,CA,39,,Democrat,https://cisneros.house.gov,431 Cannon House Office Building; Washington DC 20515-0539,202-225-4111,RepGilCisneros,,,C001123,Gil Cisneros
Porter,Katie,,,,Katie Porter,1974-01-03,F,rep,CA,45,,Democrat,https://porter.house.gov,1117 Longworth House Office Building; Washington DC 20515-0545,202-225-5611,RepKatiePorter,,,P000618,Katie Porter
Rouda,Harley,,,,Harley Rouda,1961-12-10,M,rep,CA,48,,Democrat,https://rouda.house.gov,2300 Rayburn House Office Building; Washington DC 20515-0548,202-225-2415,RepHarley,,,R000616,Harley Rouda
Levin,Mike,,,,Mike Levin,1978-10-28,M,rep,CA,49,,Democrat,https://mikelevin.house.gov,1626 Longworth House Office Building; Washington DC 20515-0549,202-225-3906,RepMikeLevin,,,L000593,Mike Levin
Neguse,Joe,,,,Joe Neguse,1984-05-13,M,rep,CO,2,,Democrat,https://neguse.house.gov,1419 Longworth House Office Building; Washington DC 20515-0602,202-225-2161,RepJoeNeguse,,,N000191,Joe Neguse
Crow,Jason,,,,Jason Crow,1979-03-15,M,rep,CO,6,,Democrat,https://crow.house.gov,1229 Longworth House Office Building; Washington DC 20515-0606,202-225-7882,RepJasonCrow,,,C001121,Jason Crow
Hayes,Jahana,,,,Jahana Hayes,1973-03-08,F,rep,CT,5,,Democrat,https://hayes.house.gov,1415 Longworth House Office Building; Washington DC 20515-0705,202-225-4476,RepJahanaHayes,,,H001081,Jahana Hayes
Waltz,Michael,,,,Michael Waltz,1974-01-31,M,rep,FL,6,,Republican,https://waltz.house.gov,216 Cannon House Office Building; Washington DC 20515-0906,202-225-2706,RepMichaelWaltz,,,W000823,Michael Waltz
Spano,Ross,,,,Ross Spano,1966-07-16,M,rep,FL,15,,Republican,https://spano.house.gov,224 Cannon House Office Building; Washington DC 20515-0915,202-225-1252,RepRossSpano,,,S001210,Ross Spano
Steube,W.,Gregory,,,W. Gregory Steube,1978-05-19,M,rep,FL,17,,Republican,https://steube.house.gov,521 Cannon House Office Building; Washington DC 20515-0917,202-225-5792,RepGregSteube,,,S001214,Greg Steube
Mucarsel-Powell,Debbie,,,,Debbie Mucarsel-Powell,1971-01-18,F,rep,FL,26,,Democrat,https://mucarsel-powell.house.gov,114 Cannon House Office Building; Washington DC 20515-0926,202-225-2778,RepDMP,,,M001207,Debbie Mucarsel-Powell
Shalala,Donna,E.,,,Donna E. Shalala,1941-02-14,F,rep,FL,27,,Democrat,https://shalala.house.gov,1320 Longworth House Office Building; Washington DC 20515-0927,202-225-3931,RepShalala,,,S001206,Donna Shalala
McBath,Lucy,,,,Lucy McBath,1960-06-01,F,rep,GA,6,,Democrat,https://mcbath.house.gov,1513 Longworth House Office Building; Washington DC 20515-1006,202-225-4501,replucymcbath,,,M001208,Lucy McBath
San Nicolas,Michael,F. Q.,,,Michael F. Q. San Nicolas,1981-01-30,M,rep,GU,0,,Democrat,https://sannicolas.house.gov,1632 Longworth House Office Building; Washington DC 20515-5301,202-225-1188,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,UCVroMJWH3jsh4shPSlp24sw,S001204,Michael San Nicolas
Finkenauer,Abby,,,,Abby Finkenauer,1988-12-27,F,rep,IA,1,,Democrat,https://finkenauer.house.gov,124 Cannon House Office Building; Washington DC 20515-1501,202-225-2911,RepFinkenauer,,,F000467,Abby Finkenauer
Axne,Cynthia,,,,Cynthia Axne,1965-04-20,F,rep,IA,3,,Democrat,https://axne.house.gov,330 Cannon House Office Building; Washington DC 20515-1503,202-225-5476,RepCindyAxne,,,A000378,Cindy Axne
Fulcher,Russ,,,,Russ Fulcher,1973-07-19,M,rep,ID,1,,Republican,https://fulcher.house.gov,1520 Longworth House Office Building; Washington DC 20515-1201,202-225-6611,RepRussFulcher,,,F000469,Russ Fulcher
García,Jesús,G.,,,"Jesús G. ""Chuy"" García",1956-04-12,M,rep,IL,4,,Democrat,https://chuygarcia.house.gov,530 Cannon House Office Building; Washington DC 20515-1304,202-225-8203,RepChuyGarcia,,,G000586,"Jesús ""Chuy"" García"
Casten,Sean,,,,Sean Casten,1971-11-23,M,rep,IL,6,,Democrat,https://casten.house.gov,429 Cannon House Office Building; Washington DC 20515-1306,202-225-4561,RepCasten,,,C001117,Sean Casten
Underwood,Lauren,,,,Lauren Underwood,1986-10-04,F,rep,IL,14,,Democrat,https://underwood.house.gov,1118 Longworth House Office Building; Washington DC 20515-1314,202-225-2976,RepUnderwood,,,U000040,Lauren Underwood
Baird,James,R.,,,James R. Baird,1945-06-04,M,rep,IN,4,,Republican,https://baird.house.gov,532 Cannon House Office Building; Washington DC 20515-1404,202-225-5037,RepJimBaird,,,B001307,Jim Baird (American politician)
Pence,Greg,,,,Greg Pence,1956-11-14,M,rep,IN,6,,Republican,https://pence.house.gov,222 Cannon House Office Building; Washington DC 20515-1406,202-225-3021,RepGregPence,,,P000615,Greg Pence
Watkins,Steven,C.,,,Steve Watkins,1976-09-18,M,rep,KS,2,,Republican,https://watkins.house.gov,1205 Longworth House Office Building; Washington DC 20515-1602,202-225-6601,Rep_Watkins,,,W000824,Steve Watkins (politician)
Davids,Sharice,,,,Sharice Davids,1980-05-22,F,rep,KS,3,,Democrat,https://davids.house.gov,1541 Longworth House Office Building; Washington DC 20515-1603,202-225-2865,RepDavids,,,D000629,Sharice Davids
Trahan,Lori,,,,Lori Trahan,1973-10-27,F,rep,MA,3,,Democrat,https://trahan.house.gov,1616 Longworth House Office Building; Washington DC 20515-2103,202-225-3411,RepLoriTrahan,,,T000482,Lori Trahan
Pressley,Ayanna,,,,Ayanna Pressley,1974-02-03,F,rep,MA,7,,Democrat,https://pressley.house.gov,1108 Longworth House Office Building; Washington DC 20515-2107,202-225-5111,RepPressley,,,P000617,Ayanna Pressley
Trone,David,J.,,,David J. Trone,1955-09-21,M,rep,MD,6,,Democrat,https://trone.house.gov,1213 Longworth House Office Building; Washington DC 20515-2006,202-225-2721,repdavidtrone,,,T000483,David Trone
Slotkin,Elissa,,,,Elissa Slotkin,1976-07-10,F,rep,MI,8,,Democrat,https://slotkin.house.gov,1531 Longworth House Office Building; Washington DC 20515-2208,202-225-4872,RepSlotkin,,,S001208,Elissa Slotkin
Levin,Andy,,,,Andy Levin,1960-08-01,M,rep,MI,9,,Democrat,https://andylevin.house.gov,228 Cannon House Office Building; Washington DC 20515-2209,202-225-4961,RepAndyLevin,,,L000592,Andy Levin
Stevens,Haley,M.,,,Haley M. Stevens,1983-06-24,F,rep,MI,11,,Democrat,https://stevens.house.gov,227 Cannon House Office Building; Washington DC 20515-2211,202-225-8171,RepHaleyStevens,,,S001215,Haley Stevens
Tlaib,Rashida,,,,Rashida Tlaib,1976-07-24,F,rep,MI,13,,Democrat,https://tlaib.house.gov,1628 Longworth House Office Building; Washington DC 20515-2213,202-225-5126,RepRashida,,,T000481,Rashida Tlaib
Hagedorn,Jim,,,,Jim Hagedorn,1962-08-04,M,rep,MN,1,,Republican,https://hagedorn.house.gov,325 Cannon House Office Building; Washington DC 20515-2301,202-225-2472,RepHagedorn,,,H001088,Jim Hagedorn
Craig,Angie,,,,Angie Craig,1972-02-14,F,rep,MN,2,,Democrat,https://craig.house.gov,1523 Longworth House Office Building; Washington DC 20515-2302,202-225-2271,RepAngieCraig,,,C001119,Angie Craig
Phillips,Dean,,,,Dean Phillips,1969-01-20,M,rep,MN,3,,Democrat,https://phillips.house.gov,1305 Longworth House Office Building; Washington DC 20515-2303,202-225-2871,RepDeanPhillips,,,P000616,Dean Phillips
Omar,Ilhan,,,,Ilhan Omar,1981-10-04,F,rep,MN,5,,Democrat,https://omar.house.gov,1517 Longworth House Office Building; Washington DC 20515-2305,202-225-4755,Ilhan,,,O000173,Ilhan Omar
Stauber,Pete,,,,Pete Stauber,1966-05-10,M,rep,MN,8,,Republican,https://stauber.house.gov,126 Cannon House Office Building; Washington DC 20515-2308,202-225-6211,RepPeteStauber,,,S001212,Pete Stauber
Guest,Michael,,,,Michael Guest,1970-02-04,M,rep,MS,3,,Republican,https://guest.house.gov,230 Cannon House Office Building; Washington DC 20515-2403,202-225-5031,RepMichaelGuest,,,G000591,Michael Guest (politician)
Armstrong,Kelly,,,,Kelly Armstrong,1976-10-08,M,rep,ND,0,,Republican,https://armstrong.house.gov,1004 Longworth House Office Building; Washington DC 20515-3400,202-225-2611,RepArmstrongND,,,A000377,Kelly Armstrong
Pappas,Chris,,,,Chris Pappas,1980-06-04,M,rep,NH,1,,Democrat,https://pappas.house.gov,323 Cannon House Office Building; Washington DC 20515-2901,202-225-5456,RepChrisPappas,,,P000614,Chris Pappas (politician)
Van Drew,Jefferson,,,,Jefferson Van Drew,1953-02-23,M,rep,NJ,2,,Republican,https://vandrew.house.gov,331 Cannon House Office Building; Washington DC 20515-3002,202-225-6572,CongressmanJVD,,,V000133,Jeff Van Drew
Kim,Andy,,,,Andy Kim,1982-07-12,M,rep,NJ,3,,Democrat,https://kim.house.gov,1516 Longworth House Office Building; Washington DC 20515-3003,202-225-4765,RepAndyKimNJ,,,K000394,Andy Kim (politician)
Malinowski,Tom,,,,Tom Malinowski,1965-09-23,M,rep,NJ,7,,Democrat,https://malinowski.house.gov,426 Cannon House Office Building; Washington DC 20515-3007,202-225-5361,RepMalinowski,,,M001203,Tom Malinowski
Sherrill,Mikie,,,,Mikie Sherrill,1972-01-19,F,rep,NJ,11,,Democrat,https://sherrill.house.gov,1208 Longworth House Office Building; Washington DC 20515-3011,202-225-5034,RepSherrill,,,S001207,Mikie Sherrill
Haaland,Debra,A.,,,Debra A. Haaland,1960-12-02,F,rep,NM,1,,Democrat,https://haaland.house.gov,1237 Longworth House Office Building; Washington DC 20515-3101,202-225-6316,RepDebHaaland,,,H001080,Deb Haaland
Torres Small,Xochitl,,,,Xochitl Torres Small,1984-11-15,F,rep,NM,2,,Democrat,https://torressmall.house.gov,430 Cannon House Office Building; Washington DC 20515-3102,202-225-2365,RepTorresSmall,,,T000484,Xochitl Torres Small
Lee,Susie,,,,Susie Lee,1966-11-07,F,rep,NV,3,,Democrat,https://susielee.house.gov,522 Cannon House Office Building; Washington DC 20515-2803,202-225-3252,RepSusieLee,,,L000590,Susie Lee
Rose,Max,,,,Max Rose,1986-11-28,M,rep,NY,11,,Democrat,https://maxrose.house.gov,1529 Longworth House Office Building; Washington DC 20515-3211,202-225-3371,RepMaxRose,,,R000613,Max Rose (politician)
Ocasio-Cortez,Alexandria,,,,Alexandria Ocasio-Cortez,1989-10-13,F,rep,NY,14,,Democrat,https://ocasio-cortez.house.gov,229 Cannon House Office Building; Washington DC 20515-3214,202-225-3965,RepAOC,,,O000172,Alexandria Ocasio-Cortez
Delgado,Antonio,,,,Antonio Delgado,1977-01-19,M,rep,NY,19,,Democrat,https://delgado.house.gov,1007 Longworth House Office Building; Washington DC 20515-3219,202-225-5614,repdelgado,,,D000630,Antonio Delgado (politician)
Brindisi,Anthony,,,,Anthony Brindisi,1978-11-22,M,rep,NY,22,,Democrat,https://brindisi.house.gov,329 Cannon House Office Building; Washington DC 20515-3222,202-225-3665,RepBrindisi,,,B001308,Anthony Brindisi
Gonzalez,Anthony,,,,Anthony Gonzalez,1984-09-19,M,rep,OH,16,,Republican,https://anthonygonzalez.house.gov,1023 Longworth House Office Building; Washington DC 20515-3516,202-225-3876,RepAGonzalez,,,G000588,Anthony Gonzalez
Horn,Kendra,S.,,,Kendra S. Horn,1976-06-09,F,rep,OK,5,,Democrat,https://horn.house.gov,415 Cannon House Office Building; Washington DC 20515-3605,202-225-2132,RepKendraHorn,,,H001083,Kendra Horn
Dean,Madeleine,,,,Madeleine Dean,1959-06-06,F,rep,PA,4,,Democrat,https://dean.house.gov,129 Cannon House Office Building; Washington DC 20515-3804,202-225-4731,RepDean,,,D000631,Madeleine Dean
Houlahan,Chrissy,,,,Chrissy Houlahan,1967-06-05,F,rep,PA,6,,Democrat,https://houlahan.house.gov,1218 Longworth House Office Building; Washington DC 20515-3806,202-225-4315,RepHoulahan,,,H001085,Chrissy Houlahan
Meuser,Daniel,,,,Daniel Meuser,1964-02-10,M,rep,PA,9,,Republican,https://meuser.house.gov,326 Cannon House Office Building; Washington DC 20515-3809,202-225-6511,RepMeuser,,,M001204,Dan Meuser
Joyce,John,,,,John Joyce,1957-02-08,M,rep,PA,13,,Republican,https://johnjoyce.house.gov,1337 Longworth House Office Building; Washington DC 20515-3813,202-225-2431,RepJohnJoyce,,,J000302,John Joyce (American politician)
Reschenthaler,Guy,,,,Guy Reschenthaler,1983-04-17,M,rep,PA,14,,Republican,https://reschenthaler.house.gov,531 Cannon House Office Building; Washington DC 20515-3814,202-225-2065,GReschenthaler,,,R000610,Guy Reschenthaler
Cunningham,Joe,,,,Joe Cunningham,1982-05-26,M,rep,SC,1,,Democrat,https://cunningham.house.gov,423 Cannon House Office Building; Washington DC 20515-4001,202-225-3176,RepCunningham,,,C001122,Joe Cunningham (American politician)
Timmons,William,R.,,,William R. Timmons IV,1984-04-30,M,rep,SC,4,,Republican,https://timmons.house.gov,313 Cannon House Office Building; Washington DC 20515-4004,202-225-6030,RepTimmons,,,T000480,William Timmons (politician)
Johnson,Dusty,,,,Dusty Johnson,1976-09-30,M,rep,SD,0,,Republican,https://dustyjohnson.house.gov,1508 Longworth House Office Building; Washington DC 20515-4100,202-225-2801,RepDustyJohnson,,,J000301,Dusty Johnson
Burchett,Tim,,,,Tim Burchett,1964-08-25,M,rep,TN,2,,Republican,https://burchett.house.gov,1122 Longworth House Office Building; Washington DC 20515-4202,202-225-5435,RepTimBurchett,,,B001309,Tim Burchett
Rose,John,W.,,,John W. Rose,1965-02-23,M,rep,TN,6,,Republican,https://johnrose.house.gov,1232 Longworth House Office Building; Washington DC 20515-4206,202-225-4231,RepJohnRose,,,R000612,John Rose (Tennessee politician)
Green,Mark,E.,,,Mark E. Green,1964-11-08,M,rep,TN,7,,Republican,https://markgreen.house.gov,533 Cannon House Office Building; Washington DC 20515-4207,202-225-2811,RepMarkGreen,,,G000590,Mark E. Green
Crenshaw,Dan,,,,Dan Crenshaw,1984-03-14,M,rep,TX,2,,Republican,https://crenshaw.house.gov,413 Cannon House Office Building; Washington DC 20515-4302,202-225-6565,RepDanCrenshaw,,,C001120,Dan Crenshaw
